date,user,text,Sentiment
2009-06-15 02:45:29,Danderma,@3aneeda ma 36ach ma 3a6anee... the QUEEN of online shopping ,Positive
2009-04-19 04:38:33,donnafrench,@sarah_cawood I've fed the rays off Grand Cayman. It was awesome ,Positive
2009-06-01 19:47:49,caitie13,JUST ME AND THESE FOUR WALLS AGAIN la la la la la..................... screams! i dont like thunder! ,Negative
2009-05-17 09:56:46,KV4S,"@kd0bik not great this morning... got a stomach bug and was sick.... but doing better now, just laying in bed reading tweets! ",Negative
2009-06-16 16:26:20,weecrommie,"lol @rosiehancock Misunderestimated - whats wrong with that word? Also, been thinking bout your harsh truth and I have to say u are right ",Positive
2009-06-15 02:53:45,Searching4Obama,@Theprettyartist I undestand the 'vicar types' comment now ,Positive
2009-06-01 23:54:30,LIVE2DANC3,@lakersnation went 2 the 3rd one in grade7. dat was unforgettable. Maddog was dancing n everything.  i seriously want a parade dis year 2.,Negative
2009-06-02 11:18:21,maccamcb,@catherinequinn9 wasn't doing anything particularly interesting just did the school run with the kiddies haha ,Positive
2009-06-15 04:27:58,herebejames,Sad I still cant seem to preorder a sim free/payg 3GS. Get the impression because I'm happy with Â£15 p/m instead of Â£30 I'll have to wait ,Negative
2009-06-05 14:55:30,jaswindervirdee,#followfriday wonderwoman @VelcroShoes is seriously the only follow I recommend she's ultra COOL!  enough said FOLLOW HER! ,Positive
2009-06-15 04:44:13,Essitam,"@onesugarplease had an awesome weekend thanks, lots of miles on the bike!  hope your paella was good ",Positive
2009-05-29 13:33:45,casslee,Sick daddy  send prayer his way,Negative
2009-06-07 20:00:42,dean_b,@worshipmeonly haha her reality show was pretty hilarious! ,Positive
2009-06-15 19:24:24,daemia,+ICU+ the countdown begins! This Friday @ the Dragonfly! ICU on da dancefloor ,Positive
2009-06-18 07:56:18,I_am_mathemagic,It's raining fucking harrrrrd. ,Negative
2009-06-06 15:50:14,davegreenway,@ work  wanting to be at the fight with the rest of the guys.,Negative
2009-05-31 14:31:11,xCarlyy,Oooo Kardashians is on twice ,Positive
2009-06-23 16:31:11,PlastisWafer,my sister's friend threw something at her head &amp; now it's bleeding. ,Negative
2009-06-07 00:01:28,tweeteradder2,@tr74fpp Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,Positive
2009-06-03 02:04:55,xia0na,will get blackberry this sunday !!! ,Positive
2009-05-26 21:53:02,nai_linda,The real estate market in Tulare county is so awesome right now!  Lots of buyer's &amp; not enough seller's...that is my problem right now!  ,Positive
2009-05-02 13:11:53,JolieBonnette,"Ok, apparently BOTH broadcast sites are killing my machine today, so broadcast called off. Sorry. ",Negative
2009-05-30 21:09:15,dreamer7231,@annaoboe I feel guilty for stealing your Hart tweet now  I don't think he will actually reply an answer though,Negative
2009-06-18 22:04:00,TheJamesJohnson,"great run tonight, now off to bed.. got to get up earlier to do my morning workout.. gonna be a long day tomorrow! got to go back to work ",Negative
2009-06-07 09:23:00,stopdreaming,"On my way home, giving twin atlantic a miss. couldnt even get into the courtyard they were in. Thats twice ive missed them now! ",Negative
2009-06-02 11:51:02,JasonTankerley,I know I've said this a million times before but...I really wish I wasn't allergic to hair dye ,Negative
2009-06-03 02:18:42,Royal_Flyness,@TheIntriguing1 I think it's more of a respitiry infection ,Negative
2009-06-18 08:51:15,magzalez,@nadalnews that's awful ,Negative
2009-05-17 07:12:30,ggw_bach,@fromtheold is that like the sequel to Mathematica?  I like a lot of what that guy does.  Seems to be a bona fide genius ,Positive
2009-05-30 18:46:51,kerimae,@KristenLihos want to come for dessert? ,Positive
2009-06-15 08:04:32,Katrinskaya,"@persiankiwi are you able to upload?  Otherwise, DM me ",Negative
2009-05-18 00:00:31,ladymarketing,This One Is For You - Free Marketing  | MangoOrangeï¿½ http://tinyurl.com/p5nssr,Positive
2009-05-30 22:02:02,lisayamaguchi,keep having bad dreams these days...can't sleep well ,Negative
2009-06-03 00:33:46,Skayana,someone needs to bring be drugs. i wish to not have a sore throat any longer advil/tylenol seem not not work anymore ,Negative
2009-04-19 03:08:01,maeravidaz,"happy at last! I have a picture already here in twitter,,, ",Positive
2009-06-05 17:47:23,Mariannika,@pattiblaine Thanks! I'm trying to be a good patient ,Positive
2009-06-16 13:27:37,DearHaley,"Lastnight...FCKING SUCKED. I balled my eyes out. I miss Alex a lot  &amp; Marybeth's a bitch, and no, I'm not cencoring it, &amp; IDGAF.",Negative
2009-06-07 07:31:32,PjFromOz,@Edwardo01 awwww what a shame... cant get that picture to work ,Negative
2009-06-15 18:21:53,iamfatimaa,"@chrisaffair haha, I AM! but beware, its addicting ",Positive
2009-06-01 09:21:34,iceandlime,"@sweet_exile It really is quite a while!  Oh well, preview next week.",Positive
2009-06-23 16:25:10,1998girly,is really BORED!!!   http://plurk.com/p/13cyrd,Negative
2009-06-21 00:42:23,54R4H5K33Z3,im trying to convince alexis to stay up with me and ryan... i dont think its working so well! ,Negative
2009-06-20 04:07:37,Char1101,@mattfincham OH NO! not Tony  me sad now...,Negative
2009-05-30 06:28:51,Clumsyflic,@ObsessedDiamond http://www.alexandraburkeofficial.com/forums/ click 'register' and you're away!  Don't forget to introduce yourself!,Positive
2009-05-01 22:48:57,koooda,I swear there is something in this house that gives me THE worst headaches. ,Negative
2009-06-16 11:27:21,tashamclellan,@betsymaebartlet hurts even more when it's one of your best friends ,Negative
2009-06-04 08:59:26,boxOFjuice,@do0dlebugdebz of course! Hehee live the manga. Tho I haven't read all of em'  one of the best shojo's EVER.,Positive
2009-05-29 01:19:32,rinygrin,Thanks to the following for their awesome input: @StealingTheSun @ElizabethJoan @Schonste @ms_treesap @Beaudine  Thank yous &lt;3,Positive
2009-06-07 10:10:09,pandalover263,"@lolitztoeknee Awww, I'm sorry ",Negative
2009-05-30 19:20:20,MR2AUCE,I'm driving my JellyBean and eating them at the same time LOL dassss igggnant but cuuuze ,Positive
2009-06-19 15:11:47,stobbsc,"#weekofwin I WON 2 sim cards  the blood the pain... I'm upset, feel robbed, but will continue for my search... N97box reviews to come ...",Negative
2009-06-17 03:16:30,johnno888,typical - went home and got changed.  put my rugby jumper on cos i thought it was a bit chilly and now the suns out ,Negative
2009-05-28 23:05:10,vivifon,@fashionismo ahhhh &quot;Sold Out&quot; ,Positive
2009-04-06 23:03:12,kallidice,23 or 24ï¿½C possible today. Nice ,Positive
2009-05-18 00:52:46,chloeotoole,is wishing you a lovely evening ,Positive
2009-06-01 16:03:31,LucasRotter,"@FzMcFadden No worries, was looking for some retail activity  Thanks though",Positive
2009-05-30 07:45:20,xhupf,Stinkin' Rushkies score  1-1,Positive
2009-06-19 13:41:58,gtmars,Having way too many issues with my macbook pro. and its been 4 days since i got it.  Going to the store tomorrow.,Negative
2009-05-14 05:17:35,Scharisse,Finally at homeeeeeeeeeeeeeeeeeee ,Positive
2009-04-18 21:12:22,johnedgarpark,"@garethb2  That's awesome, much love for the Gareth clan.",Positive
2009-06-01 03:59:29,joshtastic1,@keza34 @pob34 dont worry  @Dojie likes me really ,Positive
2009-06-22 15:43:53,AlTits,@JenBunnyy i read jon and kate filed divorce papers this afternoon  plus a possible custody battle...i feel so bad for those adorable kids,Negative
2009-05-03 04:00:47,AmberVera,mandy doens't even like noodles! that's insane! ,Positive
2009-06-04 08:48:43,hannahradford,Doing my hair with my icky thumb was a challenge. Accidentally banged it and it's started bleeding again ,Negative
2009-06-06 22:23:29,traceylien,"@10rdBen That, Sir Abraham, is a fantastic approach. Thank you. ",Positive
2009-06-15 20:31:04,ninabrown,"@hotlantabuzz â¢ *blushing* Me too, me too!!!  Hahahaha",Positive
2009-05-29 10:34:56,jessiesingswhoa,"hillsong tom. night, and dad's birthday! i wish i could see him on his bday though. ",Negative
2009-05-22 00:07:18,NaNaSa,hate my sis ,Negative
2009-06-01 09:23:34,alick36,"@Dribbby me too, its bad isn't it? doing well on your biology?  http://myloc.me/2hBr",Negative
2009-06-20 18:37:46,garybolam,I am so stressed ,Negative
2009-05-30 08:02:15,dcspunkfan,@laurensbite What the....? I am so jealous! Where do we go for coverage? The &quot;go here for details&quot; wasn't clickable   Happy 4 you!!!!,Negative
2009-06-16 08:25:44,MissMadamKelly,#Haveyouever dated a guy who has a better looking brother...dam this always happens 2 me ,Positive
2009-06-01 23:44:04,Kochevoy,"@ABBSound Ð´Ð°. Ð¼Ð¾Ð¹ ÐºÐ°Ðº ÑÐ°Ð· Ð¿Ð¾Ð¶ÑÐ°Ð», Ð·Ð°Ð»ÐµÐ· Ð½Ð° ÑÐºÐ°Ñ Ð¸ Ñ?Ð¿Ð¸Ñ. Ð¾ÑÐ°ÑÑ Ð½Ð¾ÑÑÑ Ð±ÑÐ´ÐµÑ ÐºÐ¾Ð³Ð´Ð° Ð²ÑÑ?Ð¿Ð¸ÑÑ?Ñ? ",Positive
2009-06-05 22:02:39,AmanduhLee,UP in 3d movie date ,Positive
2009-06-16 13:33:11,monniesmilez,"@VintageQueen1 ooooh, poor megan.  braces aren't that bad...",Negative
2009-06-15 05:58:52,brocklese,Damn you bbs there is no parking ,Negative
2009-06-16 06:10:44,schlingel,"After 3 days of Safari 4 it seems as it finally grew up, and Firefox got fat and old ",Positive
2009-05-30 00:52:48,TidyCat,@SaschaScarpulla i grew up with a siberian husky - spoiled me for life  love the name Valentino ,Positive
2009-06-01 04:45:58,2spacecandy2,Any plans for this weekend? I'm going to Tokyo. YAY! I can't wait for shopping at Forever21!!  Gonna have a girls night. maybe;),Positive
2009-05-29 17:17:01,InLoveWithAStar,"@mitchelmusso, but the previews are still awesome! ",Positive
2009-05-30 15:05:54,JustinWWest,"At work, protecting the innocent weak from the guilty strong.  ",Negative
2009-06-02 00:56:14,BeckHarkin,"@jakeashley http://twitpic.com/6gcq4 - it's freaking awesome,haha love the monacle ",Positive
2009-06-18 15:16:32,mydefpony,I think a homeless person took a bath in my mouth while I was sleeping ,Negative
2009-05-22 04:00:09,_done,@JD_Faery battery pushing will be a global phenomenon by 2012 trust me ,Negative
2009-05-30 18:52:23,regineking,@erincampos the rain is in the jar. my stupidity included ,Negative
2009-05-02 06:30:39,RJHern,@Lipvixen Did your Curves Lady look like Summer Glau?  Knowing the answer is probably 'no' ,Positive
2009-06-15 05:14:24,Libslife,MMMMM.... i-ceam woo finished the preface of twific production ,Positive
2009-06-15 15:27:34,KittyTheKitty,@TheEllenShow I wish I was in Chicago ,Negative
2009-04-18 15:25:18,lievelotje_nl,@MarianSpier I want to come to the lecture so keep me posted ,Negative
2009-05-31 12:40:30,KristanneVphoto,Busy Busy weekend! Wow! Just finished a cake smash shoot for my son's 2nd birthday this week. Messy fun was had by all ,Positive
2009-06-15 04:02:36,annasaccone,@MupNorth better than this place...ew   i just need to ask about the area..i really don't know london...oh also if they allow pets!!! ;),Negative
2009-06-03 01:22:25,D0nBal00ga,"i ask ah man why life so boring, if its because we poor ppl. he said YUP WE = NO JOB, NO MONEY = NO LIFE ",Negative
2009-06-07 16:54:26,Nita1207,"@BondiVet Sean has something for you, make sure he passes it on this week... ",Positive
2009-05-28 23:23:00,jmita,@smilingme76 haha thanks ,Positive
2009-05-17 11:41:05,jadestormcloud,@TJThyne Congrats on the renewal! I'm so excited that I get to keep my &quot;Hodgie&quot; for at least two more years! ,Positive
2009-05-26 23:09:49,Jesslulu,I'm home. . . . . ,Negative
2009-05-31 07:05:47,bulusoy,Chilling in the garden ,Positive
2009-06-04 22:41:19,MelanieMerkosky,"@michiev why, thank you!  ",Positive
2009-06-07 14:48:27,clairehawke,"@umado Sadly I didn't have a Fred, or a Barney, or a Betty   Pics will be up on the BBC Cornwall website tomorrow!",Negative
2009-06-02 01:07:04,zpiicv,CL Sweet ,Positive
2009-05-31 14:08:58,jenna_burpee,feeling a little crafty. ,Negative
2009-06-25 03:24:59,aboateng,"aww mann, my i-pod ear phones just bummed out. damm u apple!!! ",Negative
2009-06-21 02:50:59,TVFanUK,@jo_whit  Of course I do.,Positive
2009-06-01 06:50:23,MsWiz,Summer of checking out colleges back east for &quot;T&quot;. Graduating class of 2010... Holy shit!  ,Positive
2009-06-06 23:41:11,CourtneySit,"@wendywings hehe, better than nothing! What did you end up baking? ",Positive
2009-06-18 21:11:04,ericatwitster,@sherwinsteel and I still didn't get anything ,Negative
2009-05-31 07:09:45,lbenitez,"@nellleo If you have any Lotus Connections questions, let me know and I can answer them! ",Positive
2009-04-07 06:49:47,kr8tr,"@Pandaran Coffee, for now!  I probably have enough tequila in my liver to tide me over for a while ",Negative
2009-05-14 07:27:58,Jlee350,I wish today was bagel day ,Negative
2009-05-30 02:15:20,Kiimm__x,@bethbabezz did you have a good time at the party beth? ,Positive
2009-06-03 06:40:52,Luhh06,"@tommcfly  Tom, I guess you aren't photogenic, because you live is beautiful, perfect. you surprised me ",Positive
2009-06-03 06:48:51,maellability,yay new addition to my sims family!! i dont want the baby to grow up ,Positive
2009-06-02 19:57:38,princessdiana97,Hair came out ok...short and sassy ,Positive
2009-06-02 17:32:45,Aotearoanz,Download Opera Browser Free! Supporting Web Standards   http://bit.ly/w1WIR,Positive
2009-06-07 02:44:23,claire_nick,hungova n feelin very sorry 4 maself!! had a wicked nyt wit the girlies tho! luv them soooooo much ,Negative
2009-05-31 11:48:13,gdmcrpunk,@rockinrose theres no such thing as chicargin ,Negative
2009-06-01 22:22:06,dottyfantasy,"siting on my TI lessons and finishing my movie.  peace kids, bless ya ^^",Positive
2009-05-18 04:56:59,devinfahey,"@stepheneyre Also ill, wishing to be at home having tea and soup. ",Negative
2009-05-02 22:03:57,workmanxx2012,@KSBong  Scrabbles fun.. pac man makes me nervous to play.. those stupid little ghosts chasing you  are you playing scrabble by yourself?,Positive
2009-06-07 15:39:14,bampersand,All of the rollercoasters I make in rollercoaster tycoon are considered ultra-intense  I'm just too extreme for them...,Positive
2009-06-17 22:35:37,lgiachetti,@augustjoki @ryannielsen Office printer does not work for us- Canon MF4370dn - improperly installed driver error ,Negative
2009-05-26 22:39:42,jeraldxcore,I've prepared My School Thingy. ,Positive
2009-06-06 15:42:10,justalie,Feels like shit and can't get any sleep  meh,Negative
2009-06-01 21:57:12,cafuego,@jarich The latter ,Positive
2009-06-14 22:51:43,joedecker,@mactavish no worries   I'm told a Twitterific fix is just waiting for Apple to get around to approving it.,Positive
2009-06-07 04:48:31,maddieque,@DaisyReyes ohh ok! thanks! i'll add you tomorrow! because i'm too lazy to open my ym! hehe! ,Positive
2009-05-02 05:37:01,kristibelle11,@DENISE_RICHARDS you looked beautiful!! ,Positive
2009-05-02 06:47:23,julzperry,Walk is canceled today       It is pouring in Olive Branch.,Negative
2009-06-03 01:24:58,sydeshow,"@girrlonthewing Ha, well you'd be surprised at the things that will keep people busy for hours  and I want a kitty too ",Positive
2009-05-17 02:04:56,dineshah,Some dark clouds in #indiavotes #indiavotes09 #India #election : vote bank politics and dynastic politics / sycophants still rules. ,Negative
2009-06-05 10:22:33,MDobson84,@wolfgnards awesome. Thanks for letting me know. I look forward to getting to know u. I am going to follow u now that I know who u are ,Positive
2009-06-19 18:16:30,AnNa_HaLe,I left my heart @holdenbeach  Hoping to go back for a couple of days around the fourth,Negative
2009-06-06 05:19:48,iPodman2008,I wish I had the Sims 3 ,Negative
2009-05-09 20:55:59,mikimay,@Krrrrsty didnt know you were solo for the game tonight. We should have watched the game together. Maybe next time. ,Positive
2009-06-04 11:20:59,youdontknowmel,"omg.. omg David Carradine is dead  omg... yeah im in tears, such a talented guy (((",Negative
2009-06-02 10:42:33,LittleZey,@shesorinchen oh god I hate that. I hate seeing it. Im so sorry ,Negative
2009-05-18 03:40:56,erawan1,Tammy Tanusagarn not playing Wimbledon this year  Her Dad now helping my son,Negative
2009-06-15 20:45:06,callmeauburn,Finished my 2nd song for the day. The bro @Mannthjerk is laying a verse on my new JERKIN track. Cant wait for you guys to hear it ,Positive
2009-06-18 09:01:24,puesch,Rip Roaring headache  snuggling down for a bit.,Negative
2009-05-22 07:35:55,yesssPecan,@donnbh I would love to think the walnut cheesecake is healthy *lol* maybe just the walnut ,Positive
2009-06-02 00:42:22,BillCammack,"And great to see @StephAgresta, as always! ",Positive
2009-06-07 15:21:49,GoodGreenTeaNew,@rrcarter interesting idea - note get policy ,Positive
2009-05-14 03:01:40,davidmoffitt,"@rubiety it was just far too much food period, even it there had been no spice I couldn't have ",Negative
2009-04-19 01:07:57,JoniKaplan,Easter Show... meh? got an Audrey poster though ,Positive
2009-06-23 11:10:53,luchalibrarian,My tum-tum is so upset today. Owies. ,Negative
2009-06-01 00:40:58,ttrung2409,"find out the way to display Thai language, use adodb.php instead of msaccess.php, but some errors for inserting, updating ",Positive
2009-06-05 17:05:32,thecour928,@ThisIsRobThomas yay!!! that made my evening ,Positive
2009-05-31 11:12:05,diyagirl,@azamroselan No.. not Tinseltown bunny.. We're going to a.. FASHION SHOW! Isn't that more exciting than Tinseltown?  Come to London!! ,Negative
2009-05-26 22:19:36,iamsassy_1,@MarcusGdaCeleb hehe..you know I had to call you out on that! ,Positive
2009-06-15 00:34:33,sweetescapee,"going to now attempt to write my english essay due tomorrow, and i haven't even started ",Negative
2009-06-17 05:30:34,LouLou197533,@AlpacaFarmgirl Couldn't get the page to open. ,Negative
2009-06-18 23:19:26,madhusudhan314,damn! just realized it was last weeks  chapter...no manga this week ,Negative
2009-06-15 09:55:23,coolcapnc,I have been sitting here and I still can't seem to figure out a creative tweet for my #squarespace entry ,Negative
2009-06-07 08:50:30,saragarth,@littlefurybug WOOOO!  *sends a virtual marshmallow of congratulations* x,Positive
2009-05-16 22:14:40,Ash_Craigslist,Lost and Found  saw a cat that had been hit by car (on Shattuck betw. King and San Pablo): I was.. http://tinyurl.com/qq6l3m,Negative
2009-05-10 09:39:00,erinicasey,"i want to watch the star trek movie... but instead i'm here, sad day ",Negative
2009-05-02 22:09:05,riotradio,"@atchoo haha i'll send you the link to the vid, Gus was being his cool self but CJ was pure presh! ",Positive
2009-06-01 03:19:16,snogsie,"except the fact i totally HATE my Linguistics teacher. i feel pretty fine. tomorrow wedding, today im going home... life's good. ",Negative
2009-06-20 20:07:23,nikkixbee,migraines are EVIL. but anyone who has ever had one knows that. especially when NOTHING helps. ,Negative
2009-05-30 21:44:19,UNC2525,"Home, and thinking which unfortunately was the thing I didn't want to do the most!!! ",Negative
2009-05-14 01:56:58,Sanmarco1992,"I'm off today. Would luv to be going to Anfield tonight,but have no ticket  My mum is going to watch my 9 yr old cousin play in interval",Negative
2009-05-18 07:30:25,Orlovsky,"Bah, still no internets. BT have done their job, but @bebroadband  have ballsed up. ",Negative
2009-06-15 21:34:00,iAmSongByrd,"@troytaylor86 I copied &amp; pasted, not workin for me ",Negative
2009-05-31 08:45:24,kAYlAHMARiE_OXO,off to make my confirmation..lata tweeps ,Positive
2009-05-03 00:49:12,KahLeeLa,@JazNicole yes. Boo. But I can't forward.  u know effin loved.,Negative
2009-06-07 18:11:49,songbird5781,@Kremnster I see that ,Positive
2009-06-18 16:10:48,LCinCinci,On way home from the beach... Listening to the Hannity show. Back to reality &amp; the Recession ,Positive
2009-06-05 18:04:31,moriahbaby092,WhAt iS tHis iM in onE oF the MOst gHetto if not the GHettoEST sTorE evEr. Cant wAIt to geT hoMe.   &lt;3KisS mY SaSS (as In SaSsy)&lt;3,Negative
2009-06-15 07:54:02,iKE_LOVE,@FashionPrisoner good shit yesterday ,Positive
2009-06-03 06:39:21,JackieArnaud,"@ARetzena kasia and i tried to go last night and it was insanely busy, didn't even eat anything ",Negative
2009-05-22 01:53:05,mathewsanders,ooh @sarahwong don't forget to check out Reguliersbreestraat in the evening  you're gonna have such a good time!!,Positive
2009-06-24 23:20:57,NesttySantta,"Just woke up, thinking about my drawing style...whaaaa i'm such a lazy ass ",Positive
2009-06-02 23:07:26,Woodpecker50,@LadyWoodpecker I have been looking at your photo gallery - love the pictures ,Positive
2009-04-19 01:12:28,xxMaryKate,@theDebbyRyan DEBBY! i've met u b4 and talked to u on the phone/radio b4! ,Positive
2009-06-06 13:43:21,tweeteradder16,@michelle_416 Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip ,Positive
2009-05-04 02:52:51,Tibul,Done some positive affirmation now back to the Japanese yay for bank holiday Monday ,Positive
2009-06-20 19:51:09,imagreatatbass,Hey @kknyrass ayyyyy whats up no solo FC 4 U I C   (kknyrass live &gt; http://ustre.am/1g6e),Negative
2009-06-22 12:06:23,Mels_Scu,i miss seeing @NickSwisher at Sox games ,Negative
2009-06-01 22:07:48,missterf,@beameanie Sounds like you had a similar movie experience. I blame Jason. He attracts kids. Maybe u just knowing him attracts kids to u ,Positive
2009-05-22 00:04:37,ShafiqandElai,what! babe!! lol  its not my fault! your the one with a hottie butt!!,Positive
2009-05-30 04:05:35,keren4562,"@tommcfly plz say &quot;Happy Birthday Or , Roni &amp; Mickey!&quot; plz plz plz  xx",Positive
2009-05-29 12:42:19,BonesNeko_UK,@BonesCrazy24 They'll have to face the music someday! ,Positive
2009-06-05 10:18:42,KnickersMonica,"someone please drive me down to a farm, let me feed pigs and ride horses! anyone know a farmer?who will let me?  ambition for life now. &lt;3",Positive
2009-06-02 04:53:59,Oliviaand24,Sittin in class...still recovering from all of CC's Tweets last nite ,Positive
2009-05-03 19:56:21,brittany_uco,@futureai09 i know and first hour doesn't start til 11:00!!!! ,Negative
2009-05-18 04:30:39,facebookchick,looking for pals on twitter - say hello and follow me ,Positive
2009-06-07 17:18:39,TheRealJackie,@kentwalls i heard once u get 1 they r addictive. i can't wait to get my first tat but have to wait till i move out.house rule no tats ,Positive
2009-06-18 11:40:32,Slyjust1024,i fail for not bringing my pop bottle for discount refills.  -Just.,Negative
2009-05-31 06:42:30,Vonnie_C,been a boring weekend after a wonderful week! Such is life. ,Positive
2009-06-15 00:18:51,Garryhoare,"Week 2 of training, exam 1 ",Negative
2009-05-28 23:33:00,EmilyKindred,SO EXCITED to dress ULTRA 80'S FOR SET TOMORROW!!!! OOOOOOhhhh the make-up ideas I am getting ,Positive
2009-05-31 09:29:22,itsprettyokay,I wish we didn't have to leave today. ,Negative
2009-04-07 03:28:54,CazxCandy,@Tamarzipan dunno...just my mums card...my mum didnt buy me it.... ,Negative
2009-06-20 14:46:59,imicupcake,"Going to bed, to tired to watch end of movie ",Negative
2009-06-02 07:05:43,_amberlovely,@cakiiebakiie my ethics personal studyy  it's gonna be evilll.,Positive
2009-04-17 21:47:37,vdbarboza,"I wanted to resist, but couldnï¿½t... Iï¿½m following Oprah! ",Negative
2009-05-29 23:54:45,lalalourice,is the worst sister in the world!  http://plurk.com/p/x55cv,Negative
2009-05-28 21:08:13,sophiebaron,@cambriadetken ahh lucky I have one more week and then finals! I'm a junior too  I'm graduating a semester early )),Negative
2009-06-18 11:51:16,ChicklitBlog,"Had a dire day,  my 3 year old was burnt with hot water and is now bandaged head to toe in bed  Hurts my heart to hear him cry in pain ",Negative
2009-05-29 23:32:08,TeamPadalecki,"@SuperWiki http://twitpic.com/49c6e - I love this picture of the guys !  Of course, Jensen stays in character   Jared wants to belt ou ...",Positive
2009-06-06 18:30:01,deathbyorko,@MikeMckenzy Jack &quot;The Fridge&quot; Mckenzy.   maybe he'll play for da Bears one day,Positive
2009-06-15 17:42:37,nataliie0x0x,studying for exams ,Negative
2009-05-30 02:07:36,AyoMillions,"@ajaedandridge lol, goodnight holla @ you later! ",Positive
2009-06-07 16:58:38,SweetDivaLove,Trying to stop thinking about it all and failing at it miserably ,Negative
2009-06-06 08:59:32,Homsta,now end of work.....go home...make some to eat and listen to some gangsta shit ,Positive
2009-05-10 09:08:26,cchs_majorettee,cant find anything to watch on the tv ,Negative
2009-06-20 04:05:29,uniqueGB,"When I woke up this morning I thought that's all a terrible nightmare but it's true, Candice got released. I still can't believe it. ",Negative
2009-06-03 05:24:36,ligiagalvao,@tommcfly You are reading the saga of twilight ? I read all are amazing  you enjoying this? answer me and make me happy â¥,Positive
2009-06-23 10:23:15,linachmielewski,"if it's summer, where's the sun? if it's vacation, why am I still here? I wanna go to California ",Negative
2009-06-15 07:01:27,stfukaii,@emmaXIII i'm sorry to hear about college i hope stuff get's better ,Negative
2009-05-30 16:34:06,micala,@kcneon I like it too. Especially since it cost $0 since she borrowed it from a friend. ,Negative
2009-06-05 19:59:10,kimron,@EGO_so_BIG lmao sorry boooo  i kno now,Negative
2009-05-29 16:10:23,DanAmrich,"@darvin111 you don't even care about there, their, and they're.  ",Positive
2009-06-02 01:04:30,ilanshemes,Test is over! The shelter door still works!  I'm going out to make some changes to the closets I ordered.,Negative
2009-06-01 03:53:07,DearCami," Tired.It's Monday.School,Smelyalata - . -''",Positive
2009-05-31 04:48:33,Karageorgakis,#MrTweet I recommend @WebArchitects because it's my company ,Positive
2009-06-16 16:59:40,Taylor_x3,"Gunna go try and take an ice cold shower,even tho i hate cold showers. My whole body is on fire ",Negative
2009-06-02 10:33:31,chloemcfly,"@gfalcone601 gi this sounds stupid, can u not tell any1 bout the pic tht we sent of siobhan cos no1 can no about it! reply so we no plz  x",Negative
2009-05-17 11:45:16,Haniie,me and @MegannAliice are having a nice chat on msn ,Positive
2009-06-21 05:34:57,robnubis,"Fail, Dorans don't have my phone  Although the barman did say they can turn up a few days later so fingers crossed!",Negative
2009-05-22 01:34:33,dspecial1,"cant sleep, had the weirdest nightmares in my life, got the lights on now, said my prayers! i guess im not sleeping anytime soon ",Negative
2009-05-29 13:42:39,SuFiGirl35,Finally get to lay down for a bit i have a major headache ,Negative
2009-05-26 22:01:28,Invader390,hey who wants to go swimming at Rachel's?! ,Positive
2009-06-15 09:30:08,elliemcfly,"even though he spelt Ellie wrong, im so happy!  yay",Positive
2009-05-22 06:55:20,NUTillyELLA,@charwills19 one day i will get a new laptop and you can have mine ,Positive
2009-05-30 04:02:33,ashleighlaureen,"Wedding today... not mine :L  urgh, I hate having to dress up    Nobody gets that though.... *total tomboy*",Negative
2009-06-25 05:47:54,mrschminkman,paying tribute to ed rip ,Negative
2009-06-15 13:07:24,andie_12,EWWW!!! one of the small campers just put melted chocolate in my hair...you see what i get for leaving the office and try to be helpful ,Positive
2009-05-22 03:00:31,NYgirl88,oh what a night ,Positive
2009-06-06 01:15:10,mcgreenwood,currently: putting the finishing touches together for my new/old blog - looking for a wp theme with integrated twitter and having a brew ,Positive
2009-06-05 09:49:43,karinakarabesko,friends  tomorrow we wil rock the Club ;D,Positive
2009-06-19 11:50:56,tonijmccann,It's lovely outtttttttt.. won't last long though.. supposed to get worst storms of the year tonight &amp; probably tornados. ,Negative
2009-06-20 00:11:27,MagicBullet08,Sun burns are noooo fun  I'm bored...sittin at home watching Bride Wars with my sister =D Have a good weekend everyone =D,Positive
2009-06-18 05:41:57,Sharkkles,@dompap Beer me five? I'm confused ,Negative
2009-05-28 21:33:12,FreeTransform,I don't miss iStock until it goes away ,Negative
2009-06-01 12:02:41,Allison_April,Grandpa has pnemonia  in the hospital for 3 days. Sucks! But he will get better!,Negative
2009-06-19 06:42:38,aimeenj,"is at work, throat is still sore ",Negative
2009-06-01 22:48:20,TB5007,hey taylor do you know of anywhere i can see the dateline nbc thing from last night i missed it ,Negative
2009-06-21 00:03:16,apriana,my phone kept on dying on me. no warranty. ,Negative
2009-06-16 11:15:48,th1_tha,"im starving now, hix... ",Negative
2009-06-17 10:09:34,Foodtopia,"Can anyone tell me how to create a story from scratch on whrrl.com? Trying, but not succeeding. In fact, can't even figure out step 1! ",Negative
2009-05-31 01:46:14,Brandieee,@raechelmakena yay! he can become bffs with my choxie ,Positive
2009-05-30 10:17:00,GMAtwater,@MyBigBreak  Meeps.  I haven't been following Susan Boyle news - is she having a hard time with the fame machine?  ,Negative
2009-04-18 09:56:43,kathleeenlalala,"ï¿½ i am loving china glaze, does anyone have any suggestions on nice colours ? ",Positive
2009-04-07 03:14:17,Marrtijn,@Ezsther gefeliciteerd! ,Positive
